num_reserves,num_habitacions,num_dies,mitjana_temps_ms,mitjana_reserves_assignades,timeouts_errors,exit_ratio
5,10,5,94.10364627838135,5.0,0,10/10
5,20,5,91.13070964813232,5.0,0,10/10
5,30,5,104.65033054351807,5.0,0,10/10
5,40,5,118.90721321105957,5.0,0,10/10
5,50,5,133.0247163772583,5.0,0,10/10
5,60,5,144.78447437286377,5.0,0,10/10
5,70,5,170.03159523010254,5.0,0,10/10
5,80,5,198.00097942352295,5.0,0,10/10
5,90,5,255.1509141921997,5.0,0,10/10
5,100,5,262.0208740234375,5.0,0,10/10
