num_reserves,num_habitacions,num_dies,mitjana_temps_ms,mitjana_reserves_assignades,timeouts_errors,exit_ratio
2,100,10,146.30110263824463,2.0,0,10/10
2,150,10,217.86420345306396,2.0,0,10/10
2,200,10,349.6962547302246,2.0,0,10/10
2,250,10,504.8030376434326,2.0,0,10/10
2,300,10,854.8771142959595,2.0,0,10/10
