num_reserves,num_habitacions,num_dies,mitjana_temps_ms,mitjana_reserves_assignades,timeouts_errors,exit_ratio
2,2,5,86.58509254455566,1.2,4,6/10
4,2,5,86.4842414855957,0.4,9,1/10
6,2,5,85.15603542327881,0.0,10,0/10
8,2,5,83.55627059936523,0.0,10,0/10
10,2,5,82.98194408416748,0.0,10,0/10
12,2,5,83.66982936859131,0.0,10,0/10
14,2,5,84.9816083908081,0.0,10,0/10
16,2,5,88.53297233581543,0.0,10,0/10
18,2,5,97.93381690979004,0.0,10,0/10
20,2,5,85.8173131942749,0.0,10,0/10
